Location,Site Name,Site,Transect,time,date,flight_time,sec_csum,depth,heading,battery_remaining,lat,lon,satellite_count,temp,avg_dist,avg_conf,EucDIS,lat_smooth,lon_smooth,EucSmooth,heading_degrees,sim_x,sim_y,sim_steps,alt_smooth,width,height,area,img_name,anem_SI,crab_MS,CucEmb_SI,encru_SI,HydBry_SI,KelpBry_SI,SStar_MS,Shell_SU,SS_SU,bould_SU,cob_SU,concr_SU,lgshell_SU,peb_SU,reef_SU,wood_SU,anth_SU,fish_MS,metal_SU,UNIdent,X5rib_KE,art_CA,branch_RE,broad_KE,bullBL_KE,bullST_KE,bushy_RE,cabb_KE,coland_KE,crust_CA,filam_BR,filam_RE,fucus_BR,holdfas_BR,leaf_RE,ribbn_KE,sargass_BR,senes_AL,senes_RE,sugar_KE,ulva_GR,unk_BR,unk_RE,surf_SG
EBM,ERipRap,S4,T1,9:46:57,10/10/2022,0:05:48,0,-10.91184,257,98,47.6270523,-122.3914566,10,55,1.137777778,100,0,47.6270523,-122.3914566,0,277,47.6267523,-122.38975,0,1.137777778,3.19021123,1.394462238,4.448629091,2022_10_10_09-46-57_0.jpg,0,0,0,0,0,0,0,7,9,9,5,0,0,7,0,0,0,0,0,5,0,0,0,0,2,0,0,0,42,0,0,0,0,0,3,0,0,0,0,1,0,10,0,0
EBM,ERipRap,S4,T1,9:48:41,10/10/2022,0:07:32,104,-10.33272,262,97,47.6270523,-122.3914566,10,55,0.829111111,100,0,47.6270523,-122.3914566,0,282,47.62678081,-122.3898992,0,0.829111111,2.324741816,1.016159885,2.362309376,2022_10_10_09-46-57_104.jpg,0,0,0,0,0,0,0,16,7,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,56,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0
EBM,ERipRap,S4,T1,9:48:49,10/10/2022,0:07:40,112,-9.93648,263,97,47.6270523,-122.3914566,10,55.02,1.080888889,100,0,47.6270523,-122.3914566,0,283,47.62678276,-122.389908,1.31E-06,1.080888889,3.030700669,1.324739126,4.014887755,2022_10_10_09-46-57_112.jpg,0,0,0,0,0,0,0,26,10,4,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,39,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0
EBM,ERipRap,S4,T1,9:48:57,10/10/2022,0:07:48,120,-9.906,262,97,47.6270523,-122.3914566,10,55,1.148222222,100,0,47.6270523,-122.3914566,0,282,47.62678432,-122.3899148,0,1.148222222,3.219496372,1.407262965,4.530678012,2022_10_10_09-46-57_120.jpg,0,0,0,0,0,0,0,21,7,2,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,54,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
EBM,ERipRap,S4,T1,9:49:05,10/10/2022,0:07:56,128,-9.93648,263,97,47.6270523,-122.3914566,10,55.02,0.989444444,100,0,47.6270523,-122.3914566,0,283,47.62678726,-122.3899287,2.62E-06,0.989444444,2.774299903,1.212664671,3.364295478,2022_10_10_09-46-57_128.jpg,0,0,0,0,0,0,0,22,4,0,0,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,0,0
EBM,ERipRap,S4,T1,9:49:13,10/10/2022,0:08:04,136,-9.84504,263,97,47.6270523,-122.3914566,10,55.02,0.933333333,100,0,47.6270523,-122.3914566,0,283,47.62679046,-122.3899429,1.70E-06,0.933333333,2.61697015,1.143894805,2.993538558,2022_10_10_09-46-57_136.jpg,0,0,0,0,0,0,0,23,12,8,2,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,27,0,0
EBM,ERipRap,S4,T1,9:49:21,10/10/2022,0:08:12,144,-9.57072,262,97,47.6270523,-122.3914566,10,55.02,1.136666667,100,0,47.6270523,-122.3914566,0,282,47.62679237,-122.3899519,2.00E-06,1.136666667,3.187095789,1.393100458,4.439944605,2022_10_10_09-46-57_144.jpg,0,0,0,0,0,0,0,23,8,0,4,0,0,20,0,0,0,0,0,12,0,0,0,0,1,0,0,0,18,0,0,3,0,0,7,0,0,0,0,0,1,3,0,0
EBM,ERipRap,S4,T1,9:49:29,10/10/2022,0:08:20,152,-9.6012,263,97,47.6270523,-122.3914566,10,55.02,0.9083,100,0,47.6270523,-122.3914566,0,283,47.62679426,-122.3899604,1.11E-06,0.9083,2.546779272,1.113213912,2.835110115,2022_10_10_09-46-57_152.jpg,0,0,0,0,0,0,0,19,8,0,2,0,0,34,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,2,2,0
EBM,ERipRap,S4,T1,9:47:13,10/10/2022,0:06:04,16,-11.09472,261,98,47.6270523,-122.3914566,10,55,0.892,100,0,47.6270523,-122.3914566,5.35E-09,281,47.62675676,-122.3897755,8.20E-07,0.892,2.501075757,1.093236606,2.734267572,2022_10_10_09-46-57_16.jpg,0,0,0,0,0,0,0,9,0,2,2,0,1,28,0,0,0,0,0,5,0,0,0,0,0,0,0,0,47,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:49:37,10/10/2022,0:08:28,160,-9.4488,263,97,47.6270523,-122.3914566,10,55.02,1.012444444,100,0,47.6270523,-122.3914566,0,283,47.62679748,-122.3899734,8.22E-07,1.012444444,2.838789524,1.240853507,3.522521937,2022_10_10_09-46-57_160.jpg,0,0,0,0,0,0,0,41,1,0,0,0,0,8,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:49:45,10/10/2022,0:08:36,168,-9.47928,267,97,47.6270523,-122.3914566,10,55.02,1.029333333,100,0,47.6270523,-122.3914566,0,287,47.62679983,-122.3899833,1.04E-06,1.029333333,2.886144222,1.261552556,3.64102262,2022_10_10_09-46-57_168.jpg,0,0,0,0,0,0,0,29,4,0,5,0,0,42,0,0,0,0,0,14,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
EBM,ERipRap,S4,T1,9:49:53,10/10/2022,0:08:44,176,-9.47928,268,97,47.6270523,-122.3914566,10,55.02,0.923555556,100,0,47.6270523,-122.3914566,0,288,47.62680352,-122.3899948,1.97E-06,0.923555556,2.589554272,1.131911145,2.93114534,2022_10_10_09-46-57_176.jpg,0,0,0,0,0,0,0,33,10,0,5,0,1,36,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EBM,ERipRap,S4,T1,9:50:01,10/10/2022,0:08:52,184,-9.47928,269,97,47.6270523,-122.3914566,10,55.02,0.800333333,100,0,47.6270523,-122.3914566,0,289,47.6268084,-122.3900091,1.34E-06,0.800333333,2.244051903,0.980889795,2.201167611,2022_10_10_09-46-57_184.jpg,0,0,0,0,0,0,0,24,33,0,5,1,1,12,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,3,0,1,0
EBM,ERipRap,S4,T1,9:50:09,10/10/2022,0:09:00,192,-9.17448,266,97,47.6270523,-122.3914566,10,55.02,0.911,100,0,47.6270523,-122.3914566,0,286,47.6268121,-122.3900215,2.62E-06,0.911,2.554349793,1.116523036,2.851990385,2022_10_10_09-46-57_192.jpg,0,0,0,0,0,0,2,28,26,0,6,0,8,15,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,6,0,0
EBM,ERipRap,S4,T1,9:50:17,10/10/2022,0:09:08,200,-9.144,250,97,47.6270523,-122.3914566,10,55.02,1.027444444,100,0,47.6270523,-122.3914566,0,270,47.62681407,-122.3900302,5.46E-07,1.027444444,2.880847973,1.259237531,3.627671888,2022_10_10_09-46-57_200.jpg,0,0,0,0,0,0,0,17,15,0,0,0,0,33,0,0,0,0,0,2,0,0,0,0,5,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
EBM,ERipRap,S4,T1,9:50:25,10/10/2022,0:09:16,208,-9.20496,249,97,47.6270523,-122.3914566,10,55.02,1.132333333,100,0,47.6270523,-122.3914566,0,269,47.62681402,-122.390042,1.23E-06,1.132333333,3.174945571,1.387789518,4.406156184,2022_10_10_09-46-57_208.jpg,0,0,0,0,0,0,0,17,21,0,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,4,0,0,0
EBM,ERipRap,S4,T1,9:50:33,10/10/2022,0:09:24,216,-9.20496,249,97,47.6270523,-122.3914566,10,55.02,1.136777778,100,0,47.6270523,-122.3914566,0,269,47.62681378,-122.390051,1.36E-06,1.136777778,3.187407334,1.393236636,4.440812672,2022_10_10_09-46-57_216.jpg,0,0,0,0,0,0,0,38,18,0,0,0,0,26,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,1,0,0,0
EBM,ERipRap,S4,T1,9:50:41,10/10/2022,0:09:32,224,-9.2964,268,97,47.6270523,-122.3914566,10,55.02,0.939111111,100,0,47.6270523,-122.3914566,0,288,47.6268154,-122.3900611,1.60E-06,0.939111111,2.633170441,1.150976058,3.030716135,2022_10_10_09-46-57_224.jpg,0,0,0,0,0,0,0,9,4,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,67,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0
EBM,ERipRap,S4,T1,9:50:49,10/10/2022,0:09:40,232,-9.32688,264,97,47.6270523,-122.3914566,10,55.02,0.837444444,100,0,47.6270523,-122.3914566,0,284,47.62681873,-122.390073,8.66E-07,0.837444444,2.348107621,1.026373231,2.410034806,2022_10_10_09-46-57_232.jpg,0,0,0,0,0,0,0,31,9,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,10,0,0,0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:47:21,10/10/2022,0:06:12,24,-11.09472,261,97,47.6270523,-122.3914566,10,55,0.848666667,100,0,47.6270523,-122.3914566,7.74E-09,281,47.62675918,-122.3897879,1.63E-06,0.848666667,2.379573572,1.040127204,2.475059207,2022_10_10_09-46-57_24.jpg,0,0,0,0,0,0,0,45,15,1,0,0,0,6,6,0,0,0,0,9,0,0,2,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
EBM,ERipRap,S4,T1,9:50:58,10/10/2022,0:09:48,240,-9.35736,264,97,47.6270523,-122.3914566,10,55.02,0.826222222,100,0,47.6270523,-122.3914566,0,284,47.62682154,-122.3900841,1.24E-06,0.826222222,2.316641671,1.012619258,2.345875969,2022_10_10_09-46-57_240.jpg,0,0,0,0,0,0,0,40,10,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,4,0,0,0,30,0,0,2,0,0,2,0,0,0,0,0,1,3,0,0
EBM,ERipRap,S4,T1,9:51:06,10/10/2022,0:09:56,248,-9.32688,264,97,47.6270523,-122.3914566,10,55,0.836111111,100,0,47.6270523,-122.3914566,0,284,47.62682422,-122.390095,2.10E-06,0.836111111,2.344369092,1.024739096,2.402366664,2022_10_10_09-46-57_248.jpg,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
EBM,ERipRap,S4,T1,9:51:14,10/10/2022,0:10:04,256,-9.11352,269,97,47.6270523,-122.3914566,10,55,0.990222222,100,0,47.6270523,-122.3914566,0,289,47.62682782,-122.390107,7.66E-07,0.990222222,2.776480711,1.213617916,3.369586736,2022_10_10_09-46-57_256.jpg,0,0,0,0,0,0,0,26,16,0,1,0,1,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,1,0,0,6,0,0,0,0,0,8,1,0,0
EBM,ERipRap,S4,T1,9:51:22,10/10/2022,0:10:12,264,-8.93064,268,97,47.6270523,-122.3914566,10,55,0.918222222,100,0,47.6270523,-122.3914566,0,288,47.62683084,-122.390116,6.90E-07,0.918222222,2.574600157,1.125374603,2.897389629,2022_10_10_09-46-57_264.jpg,0,0,0,0,0,0,0,30,5,0,2,0,0,27,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:51:30,10/10/2022,0:10:20,272,-8.90016,256,96,47.6270523,-122.3914566,10,55,0.868222222,100,0,47.6270523,-122.3914566,0,276,47.6268315,-122.3901224,2.05E-06,0.868222222,2.434405327,1.064094524,2.590437378,2022_10_10_09-46-57_272.jpg,0,0,0,0,0,0,0,29,9,7,10,0,0,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
EBM,ERipRap,S4,T1,9:51:38,10/10/2022,0:10:28,280,-8.80872,241,96,47.6270523,-122.3914566,10,55.02,1.073,100,0,47.6270523,-122.3914566,0,261,47.62683021,-122.3901351,1.29E-06,1.073,3.00858104,1.315070491,3.956496146,2022_10_10_09-46-57_280.jpg,0,0,0,0,0,0,0,13,2,26,10,0,0,11,0,0,0,0,0,4,0,0,2,0,0,0,0,0,20,0,0,2,0,0,9,0,0,0,0,0,0,0,1,0
EBM,ERipRap,S4,T1,9:51:46,10/10/2022,0:10:36,288,-8.93064,233,96,47.6270523,-122.3914566,10,55.02,0.960777778,100,0,47.6270523,-122.3914566,0,253,47.62682713,-122.3901449,2.31E-06,0.960777778,2.693921534,1.177530759,3.172175468,2022_10_10_09-46-57_288.jpg,0,0,0,0,0,0,0,18,3,0,8,0,0,17,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,0,0,1,0,0,27,0,0,0,0,0,0,5,0,0
EBM,ERipRap,S4,T1,9:51:54,10/10/2022,0:10:44,296,-8.93064,223,96,47.6270523,-122.3914566,10,55.06,1.036666667,100,0,47.6270523,-122.3914566,0,243,47.62682299,-122.390154,2.97E-06,1.036666667,2.906706131,1.270540301,3.693087281,2022_10_10_09-46-57_296.jpg,0,0,0,0,0,0,0,21,3,0,2,0,0,28,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,4,5,3,0
EBM,ERipRap,S4,T1,9:52:02,10/10/2022,0:10:52,304,-8.93064,220,96,47.6270523,-122.3914566,10,55.06,1.009555556,100,0,47.6270523,-122.3914566,0,240,47.62681415,-122.3901707,1.62E-06,1.009555556,2.830689379,1.23731288,3.502448428,2022_10_10_09-46-57_304.jpg,0,0,0,0,0,0,0,14,2,3,7,0,0,34,0,0,0,0,0,20,0,0,2,0,0,1,0,0,7,1,0,0,0,0,3,0,0,0,0,0,2,3,1,0
EBM,ERipRap,S4,T1,9:52:10,10/10/2022,0:11:00,312,-9.08304,220,96,47.6270523,-122.3914566,10,55.06,0.983333333,100,0,47.6270523,-122.3914566,0,240,47.62680965,-122.3901783,0,0.983333333,2.757164979,1.205174883,3.322865982,2022_10_10_09-46-57_312.jpg,0,0,0,0,0,0,0,28,10,0,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0
EBM,ERipRap,S4,T1,9:47:29,10/10/2022,0:06:20,32,-10.9728,262,97,47.6270523,-122.3914566,10,55,0.8881,100,0,47.6270523,-122.3914566,3.73E-09,282,47.62676115,-122.3897978,1.03E-06,0.8881,2.490140561,1.08845676,2.710410326,2022_10_10_09-46-57_32.jpg,0,0,0,0,0,0,0,16,6,0,2,0,1,13,0,0,0,0,0,7,0,0,2,0,0,0,1,0,41,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:52:18,10/10/2022,0:11:08,320,-9.08304,220,96,47.6270523,-122.3914566,10,55.06,1.010444444,100,0,47.6270523,-122.3914566,0,240,47.62680361,-122.3901886,3.62E-06,1.010444444,2.833181731,1.238402304,3.508618783,2022_10_10_09-46-57_320.jpg,0,0,0,0,0,0,0,20,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
EBM,ERipRap,S4,T1,9:52:26,10/10/2022,0:11:16,328,-9.08304,215,96,47.6270523,-122.3914566,10,55.02,1.111666667,100,0,47.6270523,-122.3914566,0,235,47.62679816,-122.3901966,1.90E-06,1.111666667,3.116998375,1.362460419,4.246786912,2022_10_10_09-46-57_328.jpg,0,0,0,0,0,0,0,22,9,0,4,0,0,3,0,0,0,0,0,9,0,0,0,0,7,0,0,0,42,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
EBM,ERipRap,S4,T1,9:52:34,10/10/2022,0:11:24,336,-9.4488,215,96,47.6270523,-122.3914566,10,55.02,0.947777778,100,0,47.6270523,-122.3914566,0,235,47.6267918,-122.3902057,7.16E-07,0.947777778,2.657470878,1.161597938,3.086912693,2022_10_10_09-46-57_336.jpg,0,0,0,0,0,0,0,14,24,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0
EBM,ERipRap,S4,T1,9:52:42,10/10/2022,0:11:32,344,-9.41832,237,96,47.6270523,-122.3914566,10,55.02,0.848,100,0,47.6270523,-122.3914566,0,257,47.62678742,-122.3902159,0,0.848,2.377704307,1.039310137,2.471172189,2022_10_10_09-46-57_344.jpg,0,0,0,0,0,0,0,4,0,20,2,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:52:50,10/10/2022,0:11:40,352,-9.41832,256,96,47.6270523,-122.3914566,10,55.02,0.812,100,0,47.6270523,-122.3914566,0,276,47.62678677,-122.3902266,9.35E-07,0.812,2.27676403,0.99518848,2.265809334,2022_10_10_09-46-57_352.jpg,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
EBM,ERipRap,S4,T1,9:52:58,10/10/2022,0:11:48,360,-9.32688,257,96,47.6270523,-122.3914566,10,55.02,0.8021,100,0,47.6270523,-122.3914566,0,277,47.62678798,-122.3902374,9.68E-07,0.8021,2.249005454,0.983055024,2.210896111,2022_10_10_09-46-57_360.jpg,1,0,0,0,0,0,0,4,15,18,7,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
EBM,ERipRap,S4,T1,9:53:06,10/10/2022,0:11:56,368,-9.11352,257,96,47.6270523,-122.3914566,10,55.02,0.827777778,100,0,47.6270523,-122.3914566,0,277,47.62678867,-122.3902434,0,0.827777778,2.321003288,1.014525749,2.354717599,2022_10_10_09-46-57_368.jpg,0,0,0,0,0,0,0,15,33,10,4,0,0,1,0,0,0,0,0,23,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:53:14,10/10/2022,0:12:04,376,-8.90016,257,96,47.6270523,-122.3914566,10,55.02,0.9353,100,0,47.6270523,-122.3914566,0,277,47.62679007,-122.3902545,4.57E-07,0.9353,2.62248448,1.146305154,3.006167476,2022_10_10_09-46-57_376.jpg,0,0,0,0,0,0,0,15,14,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:53:22,10/10/2022,0:12:12,384,-8.6868,260,96,47.6270523,-122.3914566,10,55.02,0.987666667,100,0,47.6270523,-122.3914566,0,280,47.62679242,-122.3902714,1.01E-06,0.987666667,2.769315198,1.210485824,3.352216788,2022_10_10_09-46-57_384.jpg,0,0,0,0,0,0,0,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0,1,0,0,0,6,0,0,0,0,1,3,0,0,0
EBM,ERipRap,S4,T1,9:53:30,10/10/2022,0:12:20,392,-8.5344,241,96,47.6270523,-122.3914566,10,55.02,1.076777778,100,0,47.6270523,-122.3914566,0,261,47.62679298,-122.3902773,4.24E-07,1.076777778,3.019173538,1.319700542,3.984404954,2022_10_10_09-46-57_392.jpg,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:47:37,10/10/2022,0:06:28,40,-10.75944,261,97,47.6270523,-122.3914566,10,54.99,1.083888889,100,0,47.6270523,-122.3914566,1.17E-08,281,47.62676323,-122.389808,1.66E-06,1.083888889,3.039112358,1.328415931,4.037205272,2022_10_10_09-46-57_40.jpg,0,0,0,0,0,0,0,16,9,0,2,0,0,26,0,0,0,0,0,7,0,0,0,0,0,0,0,0,33,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0
EBM,ERipRap,S4,T1,9:53:38,10/10/2022,0:12:28,400,-8.6868,207,96,47.6270523,-122.3914566,10,55.02,1.1115,100,0,47.6270523,-122.3914566,0,227,47.62678572,-122.3902873,9.68E-07,1.1115,3.116531059,1.362256152,4.245513608,2022_10_10_09-46-57_400.jpg,0,0,0,0,0,0,0,59,7,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,16,0,0,0,0,1,3,0,0,0
EBM,ERipRap,S4,T1,9:53:46,10/10/2022,0:12:36,408,-8.77824,208,96,47.6270523,-122.3914566,10,55.02,1.066666667,100,0,47.6270523,-122.3914566,0,228,47.62677844,-122.3902953,1.68E-06,1.066666667,2.990823028,1.307308348,3.909927912,2022_10_10_09-46-57_408.jpg,0,0,0,0,0,0,0,28,22,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,40,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0
EBM,ERipRap,S4,T1,9:53:54,10/10/2022,0:12:44,416,-9.02208,218,96,47.6270523,-122.3914566,10,55.02,0.888222222,100,0,47.6270523,-122.3914566,0,238,47.62677295,-122.3903019,0,0.888222222,2.490483259,1.088606556,2.711156403,2022_10_10_09-46-57_416.jpg,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EBM,ERipRap,S4,T1,9:54:02,10/10/2022,0:12:52,424,-8.9916,218,96,47.6270523,-122.3914566,10,55.02,1.059888889,100,0,47.6270523,-122.3914566,0,238,47.62676829,-122.3903093,9.37E-07,1.059888889,2.97181884,1.299001493,3.86039711,2022_10_10_09-46-57_424.jpg,0,2,0,1,0,0,0,18,8,13,2,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
EBM,ERipRap,S4,T1,9:54:10,10/10/2022,0:13:00,432,-9.23544,222,96,47.6270523,-122.3914566,10,55.02,1.1539,100,0,47.6270523,-122.3914566,0,242,47.62676211,-122.3903195,1.41E-06,1.1539,3.235416274,1.414221659,4.57559577,2022_10_10_09-46-57_432.jpg,0,0,0,0,0,0,0,23,12,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EBM,ERipRap,S4,T1,9:54:18,10/10/2022,0:13:08,440,-9.23544,225,96,47.6270523,-122.3914566,10,55.02,1.046888889,100,0,47.6270523,-122.3914566,3.73E-09,245,47.62675696,-122.3903317,1.54E-06,1.046888889,2.935368185,1.283068672,3.76627896,2022_10_10_09-46-57_440.jpg,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:54:26,10/10/2022,0:13:16,448,-9.41832,225,96,47.6270523,-122.3914566,10,55.02,0.9805,100,0,47.6270523,-122.3914566,7.57E-09,245,47.62675316,-122.3903407,2.21E-06,0.9805,2.749220605,1.201702346,3.30374485,2022_10_10_09-46-57_448.jpg,0,0,0,0,0,0,0,19,11,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
EBM,ERipRap,S4,T1,9:54:34,10/10/2022,0:13:24,456,-9.41832,197,96,47.6270523,-122.3914566,10,55,1.0866,100,0,47.6270523,-122.3914566,2.79E-09,217,47.62674746,-122.3903483,1.45E-06,1.0866,3.046714034,1.331738673,4.057426903,2022_10_10_09-46-57_456.jpg,0,0,0,0,0,0,0,51,36,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
EBM,ERipRap,S4,T1,9:54:42,10/10/2022,0:13:32,464,-9.4488,232,96,47.6270523,-122.3914566,10,55.02,1.4073,100,0,47.6270523,-122.3914566,3.95E-09,252,47.62673885,-122.3903569,1.83E-06,1.4073,3.94592367,1.724789098,6.805886128,2022_10_10_09-46-57_464.jpg,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBM,ERipRap,S4,T1,9:54:50,10/10/2022,0:13:40,472,-9.47928,235,96,47.6270523,-122.3914566,10,55.02,1.438555556,100,0,47.6270523,-122.3914566,4.17E-09,255,47.62673744,-122.3903661,1.13E-06,1.438555556,4.033561015,1.763095956,7.111555116,2022_10_10_09-46-57_472.jpg,0,0,0,0,0,0,0,24,14,25,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
EBM,ERipRap,S4,T1,9:47:45,10/10/2022,0:06:36,48,-10.75944,262,97,47.6270523,-122.3914566,10,54.99,1.002333333,100,0,47.6270523,-122.3914566,2.08E-09,282,47.62676483,-122.389816,1.68E-06,1.002333333,2.810439014,1.228461313,3.452515602,2022_10_10_09-46-57_48.jpg,0,0,0,0,0,0,0,24,15,17,4,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,1,0,0,0,16,0,0,0,0,0,0,4,1,0
EBM,ERipRap,S4,T1,9:54:58,10/10/2022,0:13:48,480,-9.78408,235,95,47.6270523,-122.3914566,10,55.02,1.122777778,100,0,47.6270523,-122.3914566,3.42E-09,255,47.62673496,-122.3903754,8.04E-07,1.122777778,3.148152781,1.376078214,4.332104457,2022_10_10_09-46-57_480.jpg,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EBM,ERipRap,S4,T1,9:55:06,10/10/2022,0:13:56,488,-9.81456,235,95,47.6270523,-122.3914566,10,55.02,1.035333333,100,0,47.6270523,-122.3914566,3.95E-09,255,47.62673216,-122.3903859,8.20E-07,1.035333333,2.902967602,1.268906165,3.683593488,2022_10_10_09-46-57_488.jpg,0,0,0,0,0,0,0,30,9,0,0,0,0,0,0,0,0,0,0,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
