"key","time","date","site","transect","flight_time","depth","heading","temp","groundSpeed","lat","lon","DVLx","DVLy","altitude","seq","DVLlat","DVLlon","EucDIS","width","height","area"
"1_1","14:19:33","9/13/2023",1,1,"00:08:17",-5.21208,260,56.28,0,0,0,1.6,-58.5,0.92,8.8,47.6302733898186,-122.39855048123,0.0801154230750042,2.57958486183646,1.12755345017747,2.90861981098928
"1_1","14:19:41","9/13/2023",1,1,"00:08:25",-5.21208,260,56.28,0.1,0,0,1.4,-59.7,0.94,8.93333333333333,47.6302726711762,-122.398556879475,0.0895171687190149,2.63566279361551,1.15206548170307,3.03645612593352
"1_1","14:19:49","9/13/2023",1,1,"00:08:33",-5.21208,260,56.28,0.1,0,0,1.2,-61.2,0.92,9.06666666666667,47.6302719525337,-122.398564877281,0.0895171712523471,2.57958486183646,1.12755345017747,2.90861981098928
"1_1","14:19:57","9/13/2023",1,1,"00:08:41",-5.21208,260,56.3,0.1,0,0,0.7,-63.2,0.96,9.2,47.6302701559275,-122.398575541021,0.0895171714752485,2.69174072539456,1.17657751322867,3.16704160894107
"1_1","14:20:05","9/13/2023",1,1,"00:08:49",-5.21208,260,56.28,0,0,0,0.6,-64.3,0.95,9.33333333333333,47.6302697966062,-122.398581406079,0.0400577142740278,2.66370175950504,1.16432149746587,3.10140522142938
"1_1","14:20:13","9/13/2023",1,1,"00:08:57",-5.21208,260,56.28,0.1,0,0,0.8,-65.7,0.95,9.46666666666667,47.6302705152487,-122.398588870697,0.0895171727662798,2.66370175950504,1.16432149746587,3.10140522142938
"1_1","14:20:21","9/13/2023",1,1,"00:09:05",-5.21208,260,56.28,0.1,0,0,0.6,-67.2,0.97,9.6,47.6302697966062,-122.398596868503,0.0801154283016391,2.71977969128409,1.18883352899147,3.23336528846859
"1_1","14:20:29","9/13/2023",1,1,"00:09:13",-5.24256,260,56.28,0.1,0,0,0.4,-68.8,0.96,9.73333333333333,47.6302690779637,-122.398605399495,0.126635015596411,2.69174072539456,1.17657751322867,3.16704160894107
"1_1","14:20:37","9/13/2023",1,1,"00:09:21",-5.27304,260,56.28,0,0,0,-0.4,-70.3,0.94,9.86666666666667,47.6302662033938,-122.398613397301,0.0801154336357715,2.63566279361551,1.15206548170307,3.03645612593352
"1_1","14:20:45","9/13/2023",1,1,"00:09:29",-5.24256,260,56.26,0.1,0,0,0.1,-71.4,0.94,10,47.630268,-122.398619262358,0.0801154309149667,2.63566279361551,1.15206548170307,3.03645612593352
"1_1","14:20:53","9/13/2023",1,1,"00:09:37",-5.24256,260,56.26,0.1,0,0,0.2,-73.2,0.96,10.1333333333333,47.6302683593212,-122.398628859725,0.080115428383654,2.69174072539456,1.17657751322867,3.16704160894107
"1_1","14:21:01","9/13/2023",1,1,"00:09:45",-5.24256,260,56.26,0.1,0,0,0.3,-75.1,0.94,10.2666666666667,47.6302687186425,-122.398638990279,0.0895171753711852,2.63566279361551,1.15206548170307,3.03645612593352
"1_1","14:21:09","9/13/2023",1,1,"00:09:53",-5.24256,260,56.26,0.1,0,0,0.5,-77,0.97,10.4,47.630269437285,-122.398649120833,0.0801154284575967,2.71977969128409,1.18883352899147,3.23336528846859
"1_1","14:21:17","9/13/2023",1,1,"00:10:01",-5.21208,260,56.26,0,0,0,0.7,-77.6,0.96,10.5333333333333,47.6302701559275,-122.398652319955,0.0400577117805392,2.69174072539456,1.17657751322867,3.16704160894107
"1_1","14:21:25","9/13/2023",1,1,"00:10:09",-5.24256,260,56.26,0.1,0,0,0.6,-79,0.96,10.6666666666667,47.6302697966062,-122.398659784573,0.0801154260499218,2.69174072539456,1.17657751322867,3.16704160894107
"1_1","14:21:33","9/13/2023",1,1,"00:10:17",-5.24256,260,56.23,0.1,0,0,0.3,-80.9,0.97,10.8,47.6302687186425,-122.398669915127,0.126635014821185,2.71977969128409,1.18883352899147,3.23336528846859
"1_1","14:21:41","9/13/2023",1,1,"00:10:25",-5.334,259,56.26,0,0,0,0.4,-82.7,0.9,10.9333333333333,47.6302690779637,-122.398679512494,0.0565637967826815,2.5235069300574,1.10304141865188,2.78353266410836
"1_1","14:21:49","9/13/2023",1,1,"00:10:33",-5.30352,260,56.26,0.1,0,0,0.1,-84.8,0.92,11.0666666666667,47.630268,-122.398690709422,0.0895171767023801,2.57958486183646,1.12755345017747,2.90861981098928
"1_1","14:21:57","9/13/2023",1,1,"00:10:41",-5.27304,260,56.23,0.1,0,0,0,-87.9,0.95,11.2,47.6302676406788,-122.39870723822,0.160230859846887,2.66370175950504,1.16432149746587,3.10140522142938
"1_1","14:22:05","9/13/2023",1,1,"00:10:49",-5.27304,260,56.23,0.1,0,0,0,-89.8,0.95,11.3333333333333,47.6302676406788,-122.398717368774,0.120173146195674,2.66370175950504,1.16432149746587,3.10140522142938
"1_1","14:22:13","9/13/2023",1,1,"00:10:57",-5.27304,260,56.23,0.1,0,0,0.3,-91.7,0.93,11.4666666666667,47.6302687186425,-122.398727499327,0.120173141758461,2.60762382772598,1.13980946594027,2.97219432245349
"1_1","14:22:21","9/13/2023",1,1,"00:11:05",-5.30352,260,56.23,0.1,0,0,-0.1,-93.2,0.94,11.6,47.6302672813575,-122.398735497133,0.126635017622188,2.63566279361551,1.15206548170307,3.03645612593352
"1_1","14:22:29","9/13/2023",1,1,"00:11:13",-5.30352,260,56.23,0.1,0,0,-0.4,-95.1,0.96,11.7333333333333,47.6302662033938,-122.398745627687,0.0801154308352723,2.69174072539456,1.17657751322867,3.16704160894107
"1_1","14:22:37","9/13/2023",1,1,"00:11:21",-5.334,260,56.23,0.1,0,0,-0.5,-97.5,0.95,11.8666666666667,47.6302658440725,-122.398758424175,0.160230866474079,2.66370175950504,1.16432149746587,3.10140522142938
"1_1","14:22:45","9/13/2023",1,1,"00:11:29",-5.30352,260,56.23,0.1,0,0,-0.6,-100.6,0.98,12,47.6302654847513,-122.398774952974,0.165132592041669,2.74781865717362,1.20108954475427,3.30037626001194
"1_1","14:22:53","9/13/2023",1,1,"00:11:37",-5.30352,260,56.23,0.1,0,0,-0.8,-102.8,0.98,12.1333333333333,47.6302647661088,-122.398786683089,0.0895171776740725,2.74781865717362,1.20108954475427,3.30037626001194
"1_1","14:23:01","9/13/2023",1,1,"00:11:45",-5.36448,260,56.26,0,0,0,-1.3,-103.7,0.9,12.2666666666667,47.6302629695026,-122.398791481772,0.0565637975750044,2.5235069300574,1.10304141865188,2.78353266410836
"1_1","14:23:09","9/13/2023",1,1,"00:11:53",-5.30352,259,56.3,0.1,0,0,-2.1,-104.4,0.99,12.4,47.6302600949327,-122.398795214081,0.0565638021345666,2.77585762306314,1.21334556051707,3.36807452357112
"1_1","14:23:17","9/13/2023",1,1,"00:12:01",-5.36448,259,56.3,0.1,0,0,-2.7,-106.2,0.94,12.5333333333333,47.6302579390052,-122.398804811448,0.120173165615535,2.63566279361551,1.15206548170307,3.03645612593352
