time,date,site,transect,flight_time,depth,heading,temp,groundSpeed,lat,lon,DVLx,DVLy,altitude,seq,EucDIS,width,height,area,DVLlat,DVLlon
11:18:57,10/10/2023,4,2,0:19:52,-9.38784,74,55.09,0.1,47.6269988,-122.3899002,-18,154.8,1.11,23.71666667,NA,3.112325214,1.36041775,4.234062464,47.626955,-122.389915
11:18:58,10/10/2023,4,2,0:19:53,-9.38784,75,55.09,0.1,47.6270014,-122.3899028,-17.9,155.2,1.09,23.73333333,0.165132674,3.056247282,1.335905718,4.08285822,47.6269556,-122.389913
11:18:59,10/10/2023,4,2,0:19:54,-9.38784,74,55.09,0.1,47.6270026,-122.3899045,-17.8,155.6,1.14,23.75,0.165132671,3.196442111,1.397185797,4.466023519,47.62695621,-122.389911
11:19:00,10/10/2023,4,2,0:19:55,-9.41832,75,55.09,0.1,47.6270011,-122.3898922,-17.7,155.9,0.97,23.76666667,0.126635081,2.719779691,1.188833529,3.233365288,47.62695675,-122.3899095
11:19:01,10/10/2023,4,2,0:19:56,-9.41832,74,55.09,0.1,47.6269999,-122.389883,-17.6,156.1,0.97,23.78333333,0.089517215,2.719779691,1.188833529,3.233365288,47.62695723,-122.3899085
11:19:02,10/10/2023,4,2,0:19:57,-9.38784,74,55.09,0.1,47.6269995,-122.3898738,-17.4,156.4,0.96,23.8,0.144294742,2.691740725,1.176577513,3.167041609,47.62695812,-122.3899072
11:19:03,10/10/2023,4,2,0:19:58,-9.38784,74,55.09,0.1,47.6270013,-122.3898723,-17.3,156.7,0.98,23.81666667,0.126635075,2.747818657,1.201089545,3.30037626,47.62695866,-122.3899057
11:19:04,10/10/2023,4,2,0:19:59,-9.38784,73,55.09,0,47.6270019,-122.3898648,-17.2,156.9,0.98,23.83333333,0.089517215,2.747818657,1.201089545,3.30037626,47.62695914,-122.3899047
11:19:05,10/10/2023,4,2,0:20:00,-9.35736,74,55.09,0,47.6270034,-122.3898677,-17.2,157,1.01,23.85,0.040057734,2.831935555,1.237857592,3.505532927,47.6269592,-122.3899042
11:19:06,10/10/2023,4,2,0:20:01,-9.35736,74,55.09,0,47.6270048,-122.3898664,-17.2,157.1,0.98,23.86666667,0.040057735,2.747818657,1.201089545,3.30037626,47.62695927,-122.3899037
11:19:07,10/10/2023,4,2,0:20:02,-9.2964,74,55.09,0,47.6270056,-122.3898665,-17.1,157.1,1.08,23.88333333,0.039935488,3.028208316,1.323649702,4.008287036,47.62695962,-122.3899038
11:19:08,10/10/2023,4,2,0:20:03,-9.2964,73,55.09,0.1,47.6270057,-122.3898656,-17.1,157.3,1.07,23.9,0.08011547,3.00016935,1.311393687,3.934403145,47.62695974,-122.3899027
11:19:09,10/10/2023,4,2,0:20:04,-9.2964,71,55.09,0,47.6270097,-122.3898721,-17.2,157.5,1.07,23.91666667,0.089517213,3.00016935,1.311393687,3.934403145,47.62695952,-122.3899016
11:19:10,10/10/2023,4,2,0:20:05,-9.2964,73,55.09,0.1,47.6270067,-122.3898605,-17.3,157.7,1.06,23.93333333,0.089517215,2.972130384,1.299137671,3.861206545,47.62695929,-122.3899004
11:19:11,10/10/2023,4,2,0:20:06,-9.2964,70,55.09,0,47.6270083,-122.3898639,-17.4,157.9,1.04,23.95,0.089517215,2.916052453,1.274625639,3.716875222,47.62695906,-122.3898993
11:19:12,10/10/2023,4,2,0:20:07,-9.144,73,55.09,0.1,47.6270082,-122.3898625,-17.3,157.9,1.18,23.96666667,0.039935488,3.308597975,1.44620986,4.784927014,47.62695941,-122.3898994
11:19:13,10/10/2023,4,2,0:20:08,-9.11352,74,55.09,0.1,47.6270088,-122.38986,-17.4,158.3,1.24,23.98333333,0.165132668,3.47683177,1.519745955,5.283901018,47.62695931,-122.3898972
11:19:14,10/10/2023,4,2,0:20:09,-9.144,73,55.09,0.1,47.6270115,-122.3898675,-17.4,158.6,1.26,24,0.120173205,3.532909702,1.544257986,5.455724022,47.62695949,-122.3898956
11:19:15,10/10/2023,4,2,0:20:10,-9.20496,74,55.09,0.1,47.6270104,-122.3898563,-17.3,158.9,1.12,24.01666667,0.126635078,3.14036418,1.372673765,4.310695523,47.62696004,-122.3898941
11:19:16,10/10/2023,4,2,0:20:11,-9.26592,73,55.09,0.1,47.6270127,-122.389859,-17,159.1,1.04,24.03333333,0.144125211,2.916052453,1.274625639,3.716875222,47.62696122,-122.3898933
