time,date,site,transect,flight_time,depth,heading,temp,groundSpeed,lat,lon,DVLx,DVLy,altitude,seq,EucDIS,width,height,area,DVLlat,DVLlon
14:42:28,10/10/2023,2,1,0:03:59,-14.26464,351,55.08,0.1,47.627245,-122.39424,-1.9,-3,0.93,43.51666667,NA,2.607623828,1.139809466,2.972194322,47.627245,-122.39424
14:42:29,10/10/2023,2,1,0:04:00,-14.23416,351,55.09,0.1,47.6272437,-122.3942409,-2,-3.2,1,43.53333333,0.089517188,2.803896589,1.225601576,3.436460079,47.62724447,-122.3942409
14:42:30,10/10/2023,2,1,0:04:01,-14.1732,351,55.08,0,47.627246,-122.3942369,-2.1,-3.3,1.05,43.55,0.056563798,2.944091418,1.286881655,3.788697237,47.62724403,-122.3942413
14:42:31,10/10/2023,2,1,0:04:02,-14.14272,351,55.08,0.1,47.6272464,-122.3942344,-2.2,-3.4,1.11,43.56666667,0.0565638,3.112325214,1.36041775,4.234062464,47.62724359,-122.3942416
14:42:32,10/10/2023,2,1,0:04:03,-14.08176,351,55.08,0.1,47.6272481,-122.3942309,-2.4,-3.5,1.2,43.58333333,0.089353174,3.364675907,1.470721892,4.948502514,47.6272428,-122.3942419
14:42:33,10/10/2023,2,1,0:04:04,-14.0208,351,55.09,0.1,47.6272474,-122.3942314,-2.6,-3.7,1.23,43.6,0.113127599,3.448792804,1.507489939,5.199020454,47.62724192,-122.3942426
14:42:34,10/10/2023,2,1,0:04:05,-13.99032,352,55.08,0.1,47.6272469,-122.3942365,-2.7,-3.9,1.27,43.61666667,0.08951719,3.560948668,1.556514002,5.542666462,47.62724139,-122.3942435
14:42:35,10/10/2023,2,1,0:04:06,-13.95984,353,55.08,0.1,47.6272458,-122.3942372,-2.9,-4,1.29,43.63333333,0.089353174,3.6170266,1.581026033,5.718613218,47.6272406,-122.3942438
14:42:36,10/10/2023,2,1,0:04:07,-13.95984,353,55.09,0.1,47.6272469,-122.3942376,-3.1,-4.2,1.32,43.65,0.113127603,3.701143497,1.617794081,5.987688042,47.62723972,-122.3942445
14:42:37,10/10/2023,2,1,0:04:08,-13.95984,353,55.09,0.1,47.6272483,-122.3942341,-3.4,-4.4,1.36,43.66666667,0.144125171,3.813299361,1.666818144,6.356076562,47.62723849,-122.3942451
14:42:38,10/10/2023,2,1,0:04:09,-13.95984,353,55.09,0.1,47.6272511,-122.3942285,-3.6,-4.6,1.45,43.68333333,0.113127601,4.065650054,1.777122286,7.225157316,47.62723761,-122.3942459
14:42:39,10/10/2023,2,1,0:04:10,-13.95984,353,55.08,0.1,47.6272471,-122.3942409,-3.9,-4.8,1.45,43.7,0.144125174,4.065650054,1.777122286,7.225157316,47.62723638,-122.3942465
14:42:40,10/10/2023,2,1,0:04:11,-13.95984,354,55.09,0.1,47.627246,-122.3942452,-4.2,-5,1.44,43.71666667,0.144125173,4.037611088,1.76486627,7.12584362,47.62723516,-122.3942471
14:42:41,10/10/2023,2,1,0:04:12,-13.95984,354,55.09,0.1,47.6272476,-122.3942432,-4.5,-5.2,1.41,43.73333333,0.144125175,3.95349419,1.728098223,6.832026283,47.62723393,-122.3942477
14:42:42,10/10/2023,2,1,0:04:13,-13.95984,354,55.09,0.1,47.6272488,-122.3942413,-4.7,-5.4,1.46,43.75,0.113127606,4.09368902,1.789378301,7.325158305,47.62723305,-122.3942485
14:42:43,10/10/2023,2,1,0:04:14,-13.92936,355,55.09,0.1,47.6272467,-122.3942434,-5,-5.6,1.5,43.76666667,0.144125175,4.205844883,1.838402364,7.732035178,47.62723182,-122.3942491
14:42:44,10/10/2023,2,1,0:04:15,-13.89888,355,55.09,0.1,47.6272459,-122.3942473,-5.3,-5.8,1.53,43.78333333,0.144125178,4.289961781,1.875170412,8.044409399,47.6272306,-122.3942497
14:42:45,10/10/2023,2,1,0:04:16,-13.89888,357,55.09,0.1,47.6272454,-122.3942489,-5.6,-6,1.56,43.8,0.144125176,4.374078679,1.911938459,8.362969249,47.62722937,-122.3942503
14:42:46,10/10/2023,2,1,0:04:17,-13.89888,357,55.09,0.1,47.6272428,-122.394255,-5.8,-6.2,1.58,43.81666667,0.113127612,4.430156611,1.936450491,8.578778942,47.62722849,-122.3942511
14:42:47,10/10/2023,2,1,0:04:18,-13.92936,358,55.09,0.1,47.6272409,-122.3942607,-6.1,-6.4,1.58,43.83333333,0.144125179,4.430156611,1.936450491,8.578778942,47.62722726,-122.3942517
14:42:48,10/10/2023,2,1,0:04:19,-14.1732,359,55.09,0.1,47.6272399,-122.3942632,-6.3,-6.5,1.39,43.85,0.08935318,3.897416259,1.703586191,6.639584519,47.62722647,-122.394252
14:42:49,10/10/2023,2,1,0:04:20,-14.35608,357,55.09,0.1,47.6272393,-122.3942628,-6.5,-6.7,1.17,43.86666667,0.113127613,3.280559009,1.433953844,4.704170202,47.62722559,-122.3942527
14:42:50,10/10/2023,2,1,0:04:21,-14.41704,355,55.08,0.1,47.6272393,-122.3942628,-6.6,-6.8,1.13,43.88333333,0.056563808,3.168403146,1.384929781,4.388015875,47.62722515,-122.3942531
14:42:51,10/10/2023,2,1,0:04:22,-14.38656,354,55.09,0.1,47.6272372,-122.3942714,-6.7,-7,1.15,43.9,0.089517209,3.224481077,1.409441813,4.544718455,47.62722462,-122.394254
14:42:52,10/10/2023,2,1,0:04:23,-14.38656,353,55.09,0.1,47.6272357,-122.3942697,-6.9,-7.1,1.18,43.91666667,0.08935318,3.308597975,1.44620986,4.784927014,47.62722383,-122.3942542
14:42:53,10/10/2023,2,1,0:04:24,-14.35608,355,55.09,0.1,47.6272377,-122.3942701,-7.1,-7.2,1.2,43.93333333,0.089353179,3.364675907,1.470721892,4.948502514,47.62722305,-122.3942545
14:42:54,10/10/2023,2,1,0:04:25,-14.3256,355,55.09,0.1,47.6272362,-122.3942691,-7.3,-7.3,1.25,43.95,0.089353179,3.504870736,1.53200197,5.369468874,47.62722226,-122.3942547
14:42:55,10/10/2023,2,1,0:04:26,-14.26464,355,55.09,0.1,47.6272335,-122.3942748,-7.4,-7.5,1.3,43.96666667,0.089517214,3.645065566,1.593282049,5.807617534,47.62722173,-122.3942556
14:42:56,10/10/2023,2,1,0:04:27,-14.26464,355,55.11,0.1,47.6272315,-122.3942812,-7.6,-7.6,1.33,43.98333333,0.089353181,3.729182463,1.630050096,6.078754234,47.62722094,-122.3942558
14:42:57,10/10/2023,2,1,0:04:28,-14.26464,350,55.09,0.1,47.6272292,-122.3942846,-7.7,-7.8,1.34,44,0.089517216,3.757221429,1.642306112,6.170507718,47.62722041,-122.3942567
14:42:58,10/10/2023,2,1,0:04:29,-14.26464,341,55.09,0.1,47.6272259,-122.3942915,-7.8,-8,1.35,44.01666667,0.089517215,3.785260395,1.654562128,6.262948494,47.62721987,-122.3942576
14:42:59,10/10/2023,2,1,0:04:30,-14.26464,332,55.09,0.1,47.6272235,-122.3942964,-7.9,-8.3,1.35,44.03333333,0.126635082,3.785260395,1.654562128,6.262948494,47.62721925,-122.394259
14:43:00,10/10/2023,2,1,0:04:31,-14.26464,324,55.09,0.1,47.6272267,-122.3942879,-8.1,-8.6,1.37,44.05,0.144294736,3.841338327,1.67907416,6.449891923,47.62721827,-122.3942603
14:43:01,10/10/2023,2,1,0:04:32,-14.23416,315,55.09,0.1,47.6272242,-122.3942917,-8.3,-8.9,1.39,44.06666667,0.144294737,3.897416259,1.703586191,6.639584519,47.6272173,-122.3942616
14:43:02,10/10/2023,2,1,0:04:33,-14.23416,307,55.09,0.1,47.6272287,-122.39428,-8.4,-9.2,1.39,44.08333333,0.126635088,3.897416259,1.703586191,6.639584519,47.62721667,-122.394263
14:43:03,10/10/2023,2,1,0:04:34,-14.23416,299,55.11,0.1,47.6272294,-122.3942838,-8.6,-9.4,1.42,44.1,0.113127621,3.981533156,1.740354238,6.929278104,47.62721579,-122.3942637
14:43:04,10/10/2023,2,1,0:04:35,-14.23416,290,55.09,0.1,47.6272283,-122.394286,-8.8,-9.7,1.44,44.11666667,0.144294741,4.037611088,1.76486627,7.12584362,47.62721482,-122.394265
