time,date,site,transect,flight_time,depth,heading,temp,groundSpeed,lat,lon,DVLx,DVLy,altitude,seq,EucDIS,width,height,area,DVLlat,DVLlon
14:13:45,9/15/2023,5,1,0:04:13,-4.8768,287,56.55,0,47.6244546,-122.3700616,0.1,-0.3,1.38,17.1,NA,3.869377293,1.691330175,6.544394575,47.62449,-122.3702
14:13:46,9/15/2023,5,1,0:04:14,-4.96824,287,56.55,0,47.6244555,-122.3700622,0.1,-0.3,1.31,17.11666667,0,3.673104532,1.605538065,5.897309142,47.62449,-122.3702
14:13:47,9/15/2023,5,1,0:04:15,-5.0292,287,56.55,0,47.6244554,-122.3700627,0.1,-0.3,1.25,17.13333333,0,3.504870736,1.53200197,5.369468874,47.62449,-122.3702
14:13:48,9/15/2023,5,1,0:04:16,-5.05968,286,56.57,0,47.624455,-122.3700605,0.1,-0.3,1.19,17.15,0,3.336636941,1.458465876,4.866371118,47.62449,-122.3702
14:13:49,9/15/2023,5,1,0:04:17,-5.12064,286,56.55,0,47.6244555,-122.3700598,0.1,-0.3,1.14,17.16666667,0,3.196442111,1.397185797,4.466023519,47.62449,-122.3702
14:13:50,9/15/2023,5,1,0:04:18,-5.1816,286,56.55,0,47.6244553,-122.37006,0,-0.4,1.09,17.18333333,0.056534322,3.056247282,1.335905718,4.08285822,47.62448958,-122.3702004
14:13:51,9/15/2023,5,1,0:04:19,-5.24256,286,56.55,0,47.6244557,-122.3700611,0,-0.4,1.06,17.2,0,2.972130384,1.299137671,3.861206545,47.62448958,-122.3702004
14:13:52,9/15/2023,5,1,0:04:20,-5.27304,286,56.55,0,47.624456,-122.3700627,0,-0.5,1.03,17.21666667,0.040054118,2.888013487,1.262369624,3.645740498,47.62448952,-122.370201
14:13:53,9/15/2023,5,1,0:04:21,-5.334,286,56.55,0,47.6244561,-122.3700646,0,-0.5,0.97,17.23333333,0,2.719779691,1.188833529,3.233365288,47.62448952,-122.370201
14:13:54,9/15/2023,5,1,0:04:22,-5.39496,286,56.55,0,47.6244559,-122.3700651,0,-0.6,0.92,17.25,0.040054118,2.579584862,1.12755345,2.908619811,47.62448946,-122.3702015
14:13:55,9/15/2023,5,1,0:04:23,-5.42544,286,56.55,0,47.624456,-122.3700655,0,-0.7,0.9,17.26666667,0.04005412,2.52350693,1.103041419,2.783532664,47.6244894,-122.370202
14:13:56,9/15/2023,5,1,0:04:24,-5.42544,286,56.55,0,47.6244562,-122.3700661,0,-0.7,0.92,17.28333333,0,2.579584862,1.12755345,2.908619811,47.6244894,-122.370202
14:13:57,9/15/2023,5,1,0:04:25,-5.42544,286,56.55,0,47.6244569,-122.3700694,0,-0.7,0.88,17.3,0,2.467428998,1.078529387,2.661194685,47.6244894,-122.370202
14:13:58,9/15/2023,5,1,0:04:26,-5.45592,286,56.55,0,47.6244582,-122.3700729,0.1,-0.8,0.84,17.31666667,0.056593457,2.355273135,1.029505324,2.424766232,47.62448969,-122.3702026
14:13:59,9/15/2023,5,1,0:04:27,-5.45592,286,56.55,0,47.6244583,-122.3700763,0,-0.8,0.89,17.33333333,0.039939229,2.495467964,1.090785403,2.722020029,47.62448933,-122.3702025
14:14:00,9/15/2023,5,1,0:04:28,-5.45592,286,56.55,0,47.6244594,-122.3700796,0,-0.9,0.78,17.35,0.040054118,2.187039339,0.955969229,2.090742312,47.62448927,-122.3702031
14:14:01,9/15/2023,5,1,0:04:29,-5.45592,286,56.55,0,47.6244596,-122.3700808,0,-0.9,0.78,17.36666667,0,2.187039339,0.955969229,2.090742312,47.62448927,-122.3702031
14:14:02,9/15/2023,5,1,0:04:30,-5.45592,286,56.55,0,47.6244606,-122.3700835,0,-1,0.75,17.38333333,0.040054118,2.102922442,0.919201182,1.933008795,47.62448921,-122.3702036
14:14:03,9/15/2023,5,1,0:04:31,-5.42544,286,56.53,0,47.6244609,-122.3700848,0,-1,0.75,17.4,0,2.102922442,0.919201182,1.933008795,47.62448921,-122.3702036
14:14:04,9/15/2023,5,1,0:04:32,-5.42544,286,56.53,0,47.624461,-122.3700836,0,-1,0.78,17.41666667,0,2.187039339,0.955969229,2.090742312,47.62448921,-122.3702036
14:14:05,9/15/2023,5,1,0:04:33,-5.42544,286,56.52,0,47.6244617,-122.3700845,0,-1.1,0.78,17.43333333,0.04005412,2.187039339,0.955969229,2.090742312,47.62448915,-122.3702041
14:14:06,9/15/2023,5,1,0:04:34,-5.42544,286,56.52,0,47.6244627,-122.3700855,0,-1.1,0.79,17.45,0,2.215078305,0.968225245,2.144694735,47.62448915,-122.3702041
14:14:07,9/15/2023,5,1,0:04:35,-5.42544,282,56.52,0,47.624463,-122.3700871,0,-1.1,0.83,17.46666667,0,2.327234169,1.017249308,2.367377349,47.62448915,-122.3702041
14:14:08,9/15/2023,5,1,0:04:36,-5.39496,280,56.5,0,47.6244637,-122.3700844,0,-1.1,0.78,17.48333333,0,2.187039339,0.955969229,2.090742312,47.62448915,-122.3702041
14:14:09,9/15/2023,5,1,0:04:37,-5.39496,280,56.52,0.1,47.6244635,-122.3700844,0.1,-1.2,0.83,17.5,0.056593459,2.327234169,1.017249308,2.367377349,47.62448944,-122.3702047
14:14:10,9/15/2023,5,1,0:04:38,-5.36448,280,56.52,0.1,47.6244648,-122.3700866,0.3,-1.4,0.84,17.51666667,0.113186915,2.355273135,1.029505324,2.424766232,47.62449002,-122.370206
14:14:11,9/15/2023,5,1,0:04:39,-5.36448,280,56.5,0.1,47.6244659,-122.3700881,0.7,-1.5,0.81,17.53333333,0.164742179,2.271156237,0.992737277,2.254661458,47.62449137,-122.3702069
14:14:12,9/15/2023,5,1,0:04:40,-5.39496,280,56.5,0.2,47.6244667,-122.3700898,1.1,-1.8,0.79,17.55,0.200003508,2.215078305,0.968225245,2.144694735,47.6244926,-122.3702088
14:14:13,9/15/2023,5,1,0:04:41,-5.39496,280,56.5,0.1,47.6244674,-122.3700901,1.5,-2.1,0.66,17.56666667,0.200003506,1.850571749,0.80889704,1.49692201,47.62449383,-122.3702107
14:14:14,9/15/2023,5,1,0:04:42,-5.39496,280,56.48,0.1,47.624469,-122.3700931,1.9,-2.3,0.62,17.58333333,0.178791387,1.738415885,0.759872977,1.320975254,47.62449512,-122.3702122
14:14:15,9/15/2023,5,1,0:04:43,-5.39496,280,56.44,0.1,47.6244698,-122.3700942,2.1,-2.6,0.59,17.6,0.144359364,1.654298987,0.72310493,1.196231754,47.62449564,-122.3702139
14:14:16,9/15/2023,5,1,0:04:44,-5.36448,281,56.44,0.1,47.6244691,-122.3700915,2.3,-2.7,0.61,17.61666667,0.089395694,1.710376919,0.747616962,1.278706795,47.62449629,-122.3702146
14:14:17,9/15/2023,5,1,0:04:45,-5.334,282,56.44,0,47.6244701,-122.3700912,2.4,-2.8,0.61,17.63333333,0.056593454,1.710376919,0.747616962,1.278706795,47.62449658,-122.3702153
14:14:18,9/15/2023,5,1,0:04:46,-5.30352,281,56.44,0.1,47.6244697,-122.3700884,2.5,-3,0.76,17.65,0.08954976,2.130961408,0.931457198,1.984899342,47.62449681,-122.3702164
14:14:19,9/15/2023,5,1,0:04:47,-5.27304,280,56.43,0,47.6244674,-122.3700768,2.6,-3.1,0.76,17.66666667,0.056593453,2.130961408,0.931457198,1.984899342,47.6244971,-122.370217
14:14:20,9/15/2023,5,1,0:04:48,-5.27304,278,56.43,0,47.6244679,-122.3700772,2.6,-3.3,0.65,17.68333333,0.080108227,1.822532783,0.796641025,1.451904383,47.62449697,-122.3702181
14:14:21,9/15/2023,5,1,0:04:49,-5.24256,278,56.43,0,47.6244683,-122.370079,2.6,-3.5,0.79,17.7,0.080108225,2.215078305,0.968225245,2.144694735,47.62449685,-122.3702191
14:14:22,9/15/2023,5,1,0:04:50,-5.21208,278,56.43,0,47.624468,-122.3700782,2.7,-3.6,0.83,17.71666667,0.056593453,2.327234169,1.017249308,2.367377349,47.62449714,-122.3702197
14:14:23,9/15/2023,5,1,0:04:51,-5.15112,279,56.43,0,47.6244677,-122.3700779,2.7,-3.7,0.83,17.73333333,0.040054112,2.327234169,1.017249308,2.367377349,47.62449708,-122.3702203
14:14:24,9/15/2023,5,1,0:04:52,-5.12064,278,56.41,0,47.6244677,-122.3700779,2.8,-3.8,0.86,17.75,0.056593454,2.411351066,1.054017356,2.541605875,47.62449737,-122.3702209
14:14:25,9/15/2023,5,1,0:04:53,-5.09016,278,56.41,0.1,47.6244678,-122.3700812,2.9,-3.9,0.84,17.76666667,0.05659345,2.355273135,1.029505324,2.424766232,47.62449766,-122.3702215
14:14:26,9/15/2023,5,1,0:04:54,-5.05968,278,56.43,0.1,47.6244673,-122.370079,3,-4.1,0.82,17.78333333,0.08954976,2.299195203,1.004993293,2.310675757,47.62449789,-122.3702226
14:14:27,9/15/2023,5,1,0:04:55,-5.05968,278,56.41,0.1,47.6244675,-122.3700799,3.1,-4.4,0.85,17.8,0.126665558,2.383312101,1.04176134,2.482842407,47.62449806,-122.3702243
