time,date,site,transect,flight_time,depth,heading,temp,groundSpeed,lat,lon,DVLx,DVLy,altitude,seq,DVLlat,DVLlon,EucDIS,width,height,area
12:30:49,9/6/2023,"7","2",00:12:38,-3.53568,"56",55.96,0.1,"0","0",21.6,146.7,0.61,107.533333333333,47.617483,-122.360198,NA,1.71037691926113,0.747616961530717,1.27870679545027
12:30:50,9/6/2023,"7","2",00:12:39,-3.53568,"55",55.96,0.1,"0","0",21.7,146.9,0.69,107.55,47.6174837065351,-122.36019743244,"0.0893606197395855",1.93468864637734,0.845665087633106,1.63609864368147
12:30:51,9/6/2023,"7","2",00:12:40,-3.56616,"54",55.96,0.1,"0","0",21.8,147.1,0.69,107.566666666667,47.6174844130703,-122.36019686488,"0.0893606208899285",1.93468864637734,0.845665087633106,1.63609864368147
12:30:52,9/6/2023,"7","2",00:12:41,-3.56616,"50",55.96,0.1,"0","0",21.9,147.3,0.54,107.583333333333,47.6174851196054,-122.36019629732,"0.0893606211100684",1.51410415803444,0.661824851191127,1.00207175907901
12:30:53,9/6/2023,"7","2",00:12:42,-3.56616,"46",55.98,0.1,"0","0",22,147.5,0.53,107.6,47.6174858261405,-122.360195729759,"0.0893606197955721",1.48606519214492,0.649568835428328,0.965301636232147
12:30:54,9/6/2023,"7","2",00:12:43,-3.56616,"43",55.98,0.2,"0","0",22.2,147.7,0.45,107.616666666667,47.6174868270144,-122.360195467948,"0.112965165308129",1.2617534650287,0.551520709325939,0.695883166027091
12:30:55,9/6/2023,"7","2",00:12:44,-3.56616,"42",55.98,0.1,"0","0",22.5,148.1,0.48,107.633333333333,47.6174885344233,-122.360194638576,"0.199736910284104",1.34587036269728,0.588288756614335,0.791760402235268
12:30:56,9/6/2023,"7","2",00:12:45,-3.53568,"42",55.99,0.1,"0","0",22.8,148.5,0.53,107.65,47.6174902418323,-122.360193809205,"0.199736909044676",1.48606519214492,0.649568835428328,0.965301636232147
12:30:57,9/6/2023,"7","2",00:12:46,-3.5052,"39",55.98,0.1,"0","0",23,148.8,0.53,107.666666666667,47.6174914488044,-122.360193110739,"0.144047888808455",1.48606519214492,0.649568835428328,0.965301636232147
12:30:58,9/6/2023,"7","2",00:12:47,-3.47472,"38",55.99,0.1,"0","0",23.4,148.8,0.55,107.683333333333,47.6174926261593,-122.360194333734,"0.159903186174374",1.54214312392397,0.674080866953925,1.0395291739417
12:30:59,9/6/2023,"7","2",00:12:48,-3.41376,"32",55.99,0.1,"0","0",23.9,148.8,0.6,107.7,47.6174940978529,-122.360195862478,"0.19987898356825",1.6823379533716,0.735360945767918,1.23712562849261
12:31:00,9/6/2023,"7","2",00:12:49,-3.32232,"34",55.99,0.1,"0","0",24.2,148.9,0.72,107.716666666667,47.6174951869673,-122.360196343069,"0.126318691698719",2.01880554404592,0.882433134921502,1.78146090502935
12:31:01,9/6/2023,"7","2",00:12:50,-3.29184,"34",55.99,0.1,"0","0",24.6,149,0.67,107.733333333333,47.6174965704204,-122.36019712941,"0.16472301092729",1.87861071459829,0.821153056107509,1.5426269295287
12:31:02,9/6/2023,"7","2",00:12:51,-3.29184,"34",56.01,0.1,"0","0",25.1,149.2,0.62,107.75,47.6174984543105,-122.360197784845,"0.215093759244173",1.73841588515066,0.759872977293516,1.32097525442377
12:31:03,9/6/2023,"7","2",00:12:52,-3.29184,"34",56.01,0.1,"0","0",25.5,149.3,0.63,107.766666666667,47.6174998377636,-122.360198571185,"0.164723007714616",1.76645485104018,0.772128993056314,1.3639310054131
12:31:04,9/6/2023,"7","2",00:12:53,-3.32232,"34",56.01,0.1,"0","0",25.9,149.5,0.61,107.783333333333,47.6175014273149,-122.360198920871,"0.178608879100399",1.71037691926113,0.747616961530717,1.27870679545027
12:31:05,9/6/2023,"7","2",00:12:54,-3.32232,"34",56.01,0.2,"0","0",26.4,149.7,0.66,107.8,47.617503311205,-122.360199576306,"0.215093759778787",1.85057174870876,0.80889704034471,1.49692201047605
12:31:06,9/6/2023,"7","2",00:12:55,-3.3528,"33",56.03,0.1,"0","0",26.8,149.9,0.63,107.816666666667,47.6175049007563,-122.360199925992,"0.178608877583835",1.76645485104018,0.772128993056314,1.3639310054131
12:31:07,9/6/2023,"7","2",00:12:56,-3.3528,"33",56.01,0.1,"0","0",27.2,150.1,0.65,107.833333333333,47.6175064903076,-122.360200275678,"0.17860887888158",1.82253278281924,0.796641024581912,1.45190438343924
12:31:08,9/6/2023,"7","2",00:12:57,-3.3528,"33",56.03,0.1,"0","0",27.6,150.2,0.65,107.85,47.6175078737607,-122.360201062018,"0.164723005238103",1.82253278281924,0.796641024581912,1.45190438343924
12:31:09,9/6/2023,"7","2",00:12:58,-3.3528,"33",56.01,0.2,"0","0",28,150.5,0.63,107.866666666667,47.6175096694102,-122.36020097505,"0.199678273324064",1.76645485104018,0.772128993056314,1.3639310054131
12:31:10,9/6/2023,"7","2",00:12:59,-3.3528,"33",56.07,0.2,"0","0",28.3,150.8,0.63,107.883333333333,47.617511170721,-122.360200582333,"0.169447746845807",1.76645485104018,0.772128993056314,1.3639310054131
12:31:11,9/6/2023,"7","2",00:13:00,-3.32232,"33",56.05,0.2,"0","0",28.5,151.3,0.62,107.9,47.6175127898895,-122.360199010558,"0.215256997236576",1.73841588515066,0.759872977293516,1.32097525442377
12:31:12,9/6/2023,"7","2",00:13:01,-3.26136,"32",56.03,0.2,"0","0",28.8,151.8,0.66,107.916666666667,47.6175147033966,-122.360197744532,"0.232980556267161",1.85057174870876,0.80889704034471,1.49692201047605
12:31:13,9/6/2023,"7","2",00:13:02,-3.23088,"33",56.07,0.2,"0","0",29.2,152.1,0.69,107.933333333333,47.6175164990462,-122.360197657564,"0.19967827308748",1.93468864637734,0.845665087633106,1.63609864368147
12:31:14,9/6/2023,"7","2",00:13:03,-3.23088,"33",56.07,0.2,"0","0",29.6,152.4,0.69,107.95,47.6175182946957,-122.360197570595,"0.199678274007122",1.93468864637734,0.845665087633106,1.63609864368147
12:31:15,9/6/2023,"7","2",00:13:04,-3.23088,"33",56.07,0.2,"0","0",30,152.8,0.64,107.966666666667,47.6175202964434,-122.360197046973,"0.225930327746155",1.79449381692971,0.784385008819113,1.40757404841825
12:31:16,9/6/2023,"7","2",00:13:05,-3.23088,"33",56.07,0.2,"0","0",30.5,153.1,0.64,107.983333333333,47.6175223864316,-122.360197265753,"0.23286565829938",1.79449381692971,0.784385008819113,1.40757404841825
12:31:17,9/6/2023,"7","2",00:13:06,-3.23088,"33",56.07,0.1,"0","0",30.9,153.5,0.6,108,47.6175243881793,-122.36019674213,"0.225930327088967",1.6823379533716,0.735360945767918,1.23712562849261
12:31:18,9/6/2023,"7","2",00:13:07,-3.23088,"32",56.07,0.2,"0","0",31.3,153.7,0.59,108.016666666667,47.6175259777307,-122.360197091816,"0.178608877943477",1.65429898748208,0.72310493000512,1.19623175355077
12:31:19,9/6/2023,"7","2",00:13:08,-3.23088,"31",56.07,0.2,"0","0",31.7,154,0.57,108.033333333333,47.6175277733802,-122.360197004848,"0.199678273004819",1.59822105570302,0.698592898479522,1.11650587971458
12:31:20,9/6/2023,"7","2",00:13:09,-3.23088,"29",56.07,0.2,"0","0",32.2,154.3,0.54,108.05,47.6175298633684,-122.360197223628,"0.23286566092865",1.51410415803444,0.661824851191127,1.00207175907901
12:31:21,9/6/2023,"7","2",00:13:10,-3.23088,"28",56.07,0.1,"0","0",32.7,154.6,0.51,108.066666666667,47.6175319533566,-122.360197442408,"0.232865658970857",1.42998726036586,0.625056803902731,0.893823266585908
12:31:22,9/6/2023,"7","2",00:13:11,-3.2004,"27",56.07,0.1,"0","0",33.1,154.7,0.5,108.083333333333,47.6175333368098,-122.360198228749,"0.164722996237518",1.40194829447634,0.612800788139932,0.859115019786532
12:31:23,9/6/2023,"7","2",00:13:12,-3.2004,"23",56.07,0.1,"0","0",33.5,154.9,0.53,108.1,47.6175349263611,-122.360198578435,"0.178608876750401",1.48606519214492,0.649568835428328,0.965301636232147
12:31:24,9/6/2023,"7","2",00:13:13,-3.2004,"22",56.07,0.1,"0","0",34,154.9,0.55,108.116666666667,47.6175363980547,-122.360200107179,"0.199878928801732",1.54214312392397,0.674080866953925,1.0395291739417
12:31:25,9/6/2023,"7","2",00:13:14,-3.2004,"19",56.07,0.1,"0","0",34.3,155,0.69,108.133333333333,47.6175374871691,-122.36020058777,"0.126318686744999",1.93468864637734,0.845665087633106,1.63609864368147
12:31:26,9/6/2023,"7","2",00:13:15,-3.16992,"19",56.07,0.1,"0","0",34.7,155,0.73,108.15,47.617538664524,-122.360201810765,"0.159903141843309",2.04684450993545,0.894689150684301,1.83128957617697
