time,date,site,transect,flight_time,depth,heading,temp,groundSpeed,lat,lon,DVLx,DVLy,altitude,seq,EucDIS,width,height,area,DVLlat,DVLlon
14:28:58,9/14/2023,3,2,0:19:35,-11.2776,279,55.85,0,47.6270918,-122.3910675,86.5,-151.7,1,31.08333333,NA,2.803896589,1.225601576,3.436460079,47.626953,-122.390959
14:28:59,9/14/2023,3,2,0:19:36,-11.2776,276,55.85,0.1,47.6270938,-122.3910774,86.5,-151.9,0.99,31.1,0.06023888,2.775857623,1.213345561,3.368074524,47.62695275,-122.39096
14:29:00,9/14/2023,3,2,0:19:37,-11.30808,276,55.85,0.1,47.6270946,-122.39107,86.7,-152.1,0.99,31.11666667,0.085174631,2.775857623,1.213345561,3.368074524,47.62695318,-122.3909614
14:29:01,9/14/2023,3,2,0:19:38,-11.33856,277,55.85,0,47.6270957,-122.3910706,86.9,-152.2,0.97,31.13333333,0.06727602,2.719779691,1.188833529,3.233365288,47.62695374,-122.3909622
14:29:02,9/14/2023,3,2,0:19:39,-11.33856,281,55.83,0.1,47.6270975,-122.3910727,86.9,-152.3,0.97,31.15,0.030119439,2.719779691,1.188833529,3.233365288,47.62695361,-122.3909627
14:29:03,9/14/2023,3,2,0:19:40,-11.30808,285,55.83,0.1,47.6270984,-122.3910732,87.2,-152.4,0.94,31.16666667,0.09510169,2.635662794,1.152065482,3.036456126,47.6269545,-122.3909638
14:29:04,9/14/2023,3,2,0:19:41,-11.2776,284,55.83,0.1,47.6270994,-122.3910695,87.5,-152.6,0.95,31.18333333,0.108519776,2.66370176,1.164321497,3.101405221,47.62695527,-122.3909653
14:29:05,9/14/2023,3,2,0:19:42,-11.2776,282,55.83,0.2,47.6270981,-122.3910625,87.9,-153,0.92,31.2,0.170349256,2.579584862,1.12755345,2.908619811,47.62695613,-122.3909681
14:29:06,9/14/2023,3,2,0:19:43,-11.30808,282,55.81,0.2,47.6270976,-122.3910556,88.4,-153.4,0.9,31.21666667,0.192768188,2.52350693,1.103041419,2.783532664,47.62695733,-122.390971
14:29:07,9/14/2023,3,2,0:19:44,-11.30808,283,55.81,0.2,47.6270967,-122.3910512,88.9,-153.7,0.8,31.23333333,0.175475152,2.243117271,0.980481261,2.199334451,47.62695865,-122.3909734
14:29:08,9/14/2023,3,2,0:19:45,-11.33856,285,55.78,0.2,47.6270941,-122.3910354,89.4,-154.1,0.78,31.25,0.192768184,2.187039339,0.955969229,2.090742312,47.62695984,-122.3909763
14:29:09,9/14/2023,3,2,0:19:46,-11.33856,286,55.78,0.2,47.6270951,-122.3910415,89.9,-154.4,0.81,31.26666667,0.175475147,2.271156237,0.992737277,2.254661458,47.62696116,-122.3909787
14:29:10,9/14/2023,3,2,0:19:47,-11.30808,284,55.78,0.2,47.6270938,-122.391034,90.3,-154.7,0.79,31.28333333,0.150513709,2.215078305,0.968225245,2.144694735,47.62696214,-122.390981
14:29:11,9/14/2023,3,2,0:19:48,-11.30808,284,55.78,0.2,47.6270939,-122.3910355,90.7,-155,0.78,31.3,0.150513708,2.187039339,0.955969229,2.090742312,47.62696313,-122.3909832
14:29:12,9/14/2023,3,2,0:19:49,-11.30808,284,55.76,0.2,47.6270932,-122.3910319,91.1,-155.4,0.76,31.31666667,0.17034924,2.130961408,0.931457198,1.984899342,47.62696398,-122.3909859
