time,date,site,transect,flight_time,depth,heading,temp,groundSpeed,lat,lon,DVLx,DVLy,altitude,seq,EucDIS,width,height,area,DVLlat,DVLlon
14:14:14,9/14/2023,3,1,0:04:52,-9.6012,272,55.85,0.2,47.6270974,-122.390911,1.2,-1.3,1.03,16.36666667,NA,2.888013487,1.262369624,3.645740498,47.627001,-122.391019
14:14:15,9/14/2023,3,1,0:04:53,-9.69264,273,55.85,0.2,47.6270994,-122.3909145,1.7,-1.5,0.92,16.38333333,0.188432914,2.579584862,1.12755345,2.908619811,47.62700244,-122.3910209
14:14:16,9/14/2023,3,1,0:04:54,-9.66216,273,55.85,0.1,47.627104,-122.3909237,2.1,-1.8,0.93,16.4,0.175092993,2.607623828,1.139809466,2.972194322,47.62700342,-122.3910231
14:14:17,9/14/2023,3,1,0:04:55,-9.63168,273,55.89,0.1,47.6271057,-122.3909274,2.4,-2,0.89,16.41666667,0.126241329,2.495467964,1.090785403,2.722020029,47.62700419,-122.3910247
14:14:18,9/14/2023,3,1,0:04:56,-9.63168,271,55.85,0.1,47.6271025,-122.3909233,2.7,-2.2,0.85,16.43333333,0.12624133,2.383312101,1.04176134,2.482842407,47.62700496,-122.3910262
14:14:19,9/14/2023,3,1,0:04:57,-9.6012,271,55.85,0.1,47.6270995,-122.3909171,3.1,-2.5,0.83,16.45,0.175092987,2.327234169,1.017249308,2.367377349,47.62700594,-122.3910285
14:14:20,9/14/2023,3,1,0:04:58,-9.6012,272,55.85,0.1,47.6270974,-122.3909126,3.4,-2.7,0.78,16.46666667,0.126241327,2.187039339,0.955969229,2.090742312,47.62700671,-122.39103
14:14:21,9/14/2023,3,1,0:04:59,-9.6012,270,55.85,0.1,47.6270999,-122.39092,3.8,-3,0.77,16.48333333,0.175092983,2.159000373,0.943713214,2.037477181,47.62700769,-122.3910323
14:14:22,9/14/2023,3,1,0:05:00,-9.6012,270,55.85,0.2,47.627097,-122.3909165,4.1,-3.4,0.79,16.5,0.175207589,2.215078305,0.968225245,2.144694735,47.62700821,-122.3910348
14:14:23,9/14/2023,3,1,0:05:01,-9.6012,267,55.85,0.2,47.6270989,-122.3909228,4.4,-3.9,0.72,16.51666667,0.204355325,2.018805544,0.882433135,1.781460905,47.62700861,-122.3910379
14:14:24,9/14/2023,3,1,0:05:02,-9.6012,272,55.85,0.2,47.6271005,-122.3909293,4.7,-4.3,0.69,16.53333333,0.175207584,1.934688646,0.845665088,1.636098644,47.62700913,-122.3910404
14:14:25,9/14/2023,3,1,0:05:03,-9.6012,279,55.83,0.1,47.6271007,-122.3909335,5.1,-4.5,0.7,16.55,0.156524722,1.962727612,0.857921103,1.683865439,47.62701024,-122.3910421
14:14:26,9/14/2023,3,1,0:05:04,-9.6012,284,55.83,0.1,47.6270995,-122.3909342,5.5,-4.9,0.69,16.56666667,0.1981677,1.934688646,0.845665088,1.636098644,47.62701109,-122.3910449
14:14:27,9/14/2023,3,1,0:05:05,-9.6012,291,55.83,0.1,47.6271012,-122.3909435,5.9,-5.1,0.66,16.58333333,0.156524717,1.850571749,0.80889704,1.49692201,47.6270122,-122.3910466
14:14:28,9/14/2023,3,1,0:05:06,-9.6012,297,55.83,0.1,47.6271002,-122.3909463,6.3,-5.2,0.64,16.6,0.144214251,1.794493817,0.784385009,1.407574048,47.62701343,-122.3910478
14:14:29,9/14/2023,3,1,0:05:07,-9.6012,298,55.83,0.1,47.6270989,-122.3909468,6.7,-5.4,0.61,16.61666667,0.156524713,1.710376919,0.747616962,1.278706795,47.62701453,-122.3910496
14:14:30,9/14/2023,3,1,0:05:08,-9.57072,297,55.81,0.1,47.6270972,-122.3909458,7,-5.5,0.6,16.63333333,0.110632029,1.682337953,0.735360946,1.237125628,47.62701542,-122.3910506
