time,date,site,transect,flight_time,depth,heading,temp,groundSpeed,lat,lon,DVLx,DVLy,altitude,seq,EucDIS,width,height,area,DVLlat,DVLlon
15:31:15,9/12/2023,"8","3",00:03:06,-8.93064,"152",56.23,0,"0","0",-0.4,-0.1,1.07,48.15,NA,3.00016935017936,1.31139368661945,3.9344031446144,47.5891,-122.3433
15:31:16,9/12/2023,"8","3",00:03:07,-8.93064,"151",56.26,0,"0","0",-0.4,-0.1,1.08,48.1666666666667,"0",3.02820831606889,1.32364970238225,4.00828703631604,47.5891,-122.3433
15:31:17,9/12/2023,"8","3",00:03:08,-8.90016,"151",56.23,0,"0","0",-0.4,-0.1,1.09,48.1833333333333,"0",3.05624728195841,1.33590571814505,4.08285822003351,47.5891,-122.3433
15:31:18,9/12/2023,"8","3",00:03:09,-9.02208,"149",56.23,0,"0","0",-0.4,-0.1,0.99,48.2,"0",2.77585762306314,1.21334556051707,3.36807452357112,47.5891,-122.3433
15:31:19,9/12/2023,"8","3",00:03:10,-9.02208,"149",56.23,0,"0","0",-0.3,0,0.98,48.2166666666667,"0.0565638026671129",2.74781865717362,1.20108954475427,3.30037626001194,47.5891002914669,-122.343299382812
15:31:20,9/12/2023,"8","3",00:03:11,-8.96112,"153",56.23,0,"0","0",-0.2,-0.1,1.04,48.2333333333333,"0.0565638017041568",2.91605245251078,1.27462563933106,3.71687522160445,47.5891007077247,-122.343299814972
15:31:21,9/12/2023,"8","3",00:03:12,-8.93064,"150",56.23,0,"0","0",-0.2,-0.1,1.05,48.25,"0",2.94409141840031,1.28688165509386,3.78869723725861,47.5891007077247,-122.343299814972
15:31:22,9/12/2023,"8","3",00:03:13,-8.93064,"149",56.23,0,"0","0",-0.3,-0.1,1.07,48.2666666666667,"0.0399353882020052",3.00016935017936,1.31139368661945,3.9344031446144,47.5891003538623,-122.343299907486
15:31:23,9/12/2023,"8","3",00:03:14,-8.90016,"151",56.23,0,"0","0",-0.3,0,1.1,48.2833333333333,"0.0400578137785842",3.08428624784794,1.34816173390785,4.15811669576682,47.5891002914669,-122.343299382812
15:31:24,9/12/2023,"8","3",00:03:15,-8.8392,"150",56.23,0.1,"0","0",-0.4,0,1.11,48.3,"0.0399353891352655",3.11232521373747,1.36041774967065,4.23406246351595,47.5890999376045,-122.343299475326
15:31:25,9/12/2023,"8","3",00:03:16,-8.8392,"152",56.23,0.1,"0","0",-0.7,0,1.13,48.3166666666667,"0.119806166472536",3.16840314551652,1.38492978119625,4.38801587506169,47.5890988760175,-122.343299752869
15:31:26,9/12/2023,"8","3",00:03:17,-8.8392,"152",56.23,0.1,"0","0",-0.9,0,1.12,48.3333333333333,"0.0798707773382563",3.14036417962699,1.37267376543345,4.3106955232809,47.5890981682928,-122.343299937897
15:31:27,9/12/2023,"8","3",00:03:18,-8.8392,"152",56.23,0.1,"0","0",-1.1,0.2,1.09,48.35,"0.113127609643574",3.05624728195841,1.33590571814505,4.08285822003351,47.5890973357771,-122.343299073578
15:31:28,9/12/2023,"8","3",00:03:19,-8.8392,"152",56.23,0.1,"0","0",-1.3,0.4,1.08,48.3666666666667,"0.11312760782773",3.02820831606889,1.32364970238225,4.00828703631604,47.5890965032615,-122.343298209259
15:31:29,9/12/2023,"8","3",00:03:20,-8.8392,"152",56.21,0.1,"0","0",-1.6,0.6,1.01,48.3833333333333,"0.144125059858168",2.8319355548422,1.23785759204266,3.50553292673697,47.5890953168835,-122.343297437454
15:31:30,9/12/2023,"8","3",00:03:21,-8.86968,"152",56.19,0.1,"0","0",-1.9,0.9,0.99,48.4,"0.169691417329438",2.77585762306314,1.21334556051707,3.36807452357112,47.58909406811,-122.343296140976
15:31:31,9/12/2023,"8","3",00:03:22,-8.86968,"152",56.21,0.1,"0","0",-2.2,1.2,0.94,48.4166666666667,"0.169691420169256",2.63566279361551,1.15206548170307,3.03645612593352,47.5890928193366,-122.343294844497
15:31:32,9/12/2023,"8","3",00:03:23,-8.86968,"154",56.19,0.1,"0","0",-2.5,1.4,0.9,48.4333333333333,"0.144125061726983",2.5235069300574,1.10304141865188,2.78353266410836,47.5890916329586,-122.343294072693
15:31:33,9/12/2023,"8","3",00:03:24,-8.86968,"155",56.16,0.1,"0","0",-2.8,1.5,0.87,48.45,"0.126325557667029",2.43939003238882,1.06627337136348,2.6010566339057,47.5890905089761,-122.343293825561
15:31:34,9/12/2023,"8","3",00:03:25,-8.90016,"154",56.19,0.1,"0","0",-3.1,1.6,0.84,48.4666666666667,"0.126325558472059",2.35527313472024,1.02950532407509,2.42476623184551,47.5890893849935,-122.34329357843
15:31:35,9/12/2023,"8","3",00:03:26,-8.90016,"154",56.16,0.1,"0","0",-3.5,1.7,0.82,48.4833333333333,"0.164687562652166",2.29919520294119,1.00499329254949,2.31067575721786,47.5890879071487,-122.343293423813
15:31:36,9/12/2023,"8","3",00:03:27,-8.90016,"154",56.16,0.1,"0","0",-3.9,1.8,0.79,48.5,"0.164687564484242",2.21507830527261,0.968225245261093,2.1446947353951,47.5890864293038,-122.343293269196
15:31:37,9/12/2023,"8","3",00:03:28,-8.90016,"155",56.16,0.1,"0","0",-4.2,1.8,0.78,48.5166666666667,"0.119806164734135",2.18703933938308,0.955969229498294,2.0907423121525,47.5890853677168,-122.343293546738
15:31:38,9/12/2023,"8","3",00:03:29,-8.90016,"154",56.16,0.1,"0","0",-4.5,1.8,0.78,48.5333333333333,"0.119806166596714",2.18703933938308,0.955969229498294,2.0907423121525,47.5890843061298,-122.34329382428
15:31:39,9/12/2023,"8","3",00:03:30,-8.86968,"155",56.16,0.1,"0","0",-4.7,1.8,0.78,48.55,"0.0798707774200556",2.18703933938308,0.955969229498294,2.0907423121525,47.5890835984051,-122.343294009309
