time,date,site,transect,flight_time,depth,heading,temp,groundSpeed,lat,lon,DVLx,DVLy,altitude,seq,DVLlat,DVLlon,EucDIS,width,height,area
12:24:24,9/8/2023,"6","2",00:18:16,-3.048,"94",57.2,0.3,"0","0",-35.6,137.9,0.96,27.8,47.6198316705026,-122.363024656782,"0.304153021147073",2.69174072539456,1.17657751322867,3.16704160894107
12:24:25,9/8/2023,"6","2",00:18:17,-3.07848,"95",57.2,0.2,"0","0",-36.4,138.2,1.01,27.8166666666667,47.6198286420701,-122.363025404121,"0.341237491985216",2.8319355548422,1.23785759204266,3.50553292673697
12:24:26,9/8/2023,"6","2",00:18:18,-3.07848,"95",57.2,0.3,"0","0",-37.2,138.3,1,27.8333333333333,47.6198259729589,-122.363027074782,"0.32211970800614",2.80389658895267,1.22560157627986,3.43646007914613
12:24:27,9/8/2023,"6","2",00:18:19,-3.10896,"94",57.24,0.3,"0","0",-38,138.5,1.08,27.85,47.6198231241871,-122.363028283781,"0.329393207319422",3.02820831606889,1.32364970238225,4.00828703631604
12:24:28,9/8/2023,"6","2",00:18:20,-3.07848,"93",57.25,0.2,"0","0",-38.7,138.8,1.11,27.8666666666667,47.6198204069359,-122.36302876458,"0.304153019197827",3.11232521373747,1.36041774967065,4.23406246351595
12:24:29,9/8/2023,"6","2",00:18:21,-3.048,"93",57.25,0.1,"0","0",-39.1,139,1.18,27.8833333333333,47.6198188028894,-122.363028907418,"0.178599088103074",3.30859797496415,1.44620986001024,4.78492701420307
12:24:30,9/8/2023,"6","2",00:18:22,-3.01752,"94",57.27,0.1,"0","0",-39.5,139.1,1.2,27.9,47.6198173785035,-122.363029511918,"0.164696602440898",3.36467590674321,1.47072189153584,4.94850251397042
12:24:31,9/8/2023,"6","2",00:18:23,-3.10896,"92",57.27,0.1,"0","0",-39.7,139,1.13,27.9166666666667,47.6198169358015,-122.36303050666,"0.0894890891035038",3.16840314551652,1.38492978119625,4.38801587506169
12:24:32,9/8/2023,"6","2",00:18:24,-3.3528,"92",57.27,0.1,"0","0",-39.9,138.9,0.94,27.9333333333333,47.6198164930994,-122.363031501402,"0.0894890875830924",2.63566279361551,1.15206548170307,3.03645612593352
12:24:33,9/8/2023,"6","2",00:18:25,-3.5052,"92",57.31,0.1,"0","0",-40,138.7,0.79,27.95,47.6198165412393,-122.363032691265,"0.089571039089899",2.21507830527261,0.968225245261093,2.1446947353951
12:24:34,9/8/2023,"6","2",00:18:26,-3.5052,"95",57.31,0,"0","0",-40.1,138.5,0.79,27.9666666666667,47.6198165893793,-122.363033881128,"0.0895710389736384",2.21507830527261,0.968225245261093,2.1446947353951
12:24:35,9/8/2023,"6","2",00:18:27,-3.5052,"96",57.33,0.1,"0","0",-40.2,138.6,0.79,27.9833333333333,47.6198160985373,-122.363033686007,"0.0564889699229073",2.21507830527261,0.968225245261093,2.1446947353951
12:24:36,9/8/2023,"6","2",00:18:28,-3.47472,"96",57.34,0.1,"0","0",-40.2,138.9,0.81,28,47.6198155595555,-122.363032301023,"0.120081858701349",2.27115623705166,0.99273727678669,2.25466145792777
12:24:37,9/8/2023,"6","2",00:18:29,-3.44424,"96",57.34,0.1,"0","0",-40.1,139.2,0.8,28.0166666666667,47.6198153317549,-122.363030649498,"0.126658445925598",2.24311727116214,0.980481261023891,2.19933445065352
12:24:38,9/8/2023,"6","2",00:18:30,-3.41376,"95",57.34,0.1,"0","0",-40.2,139.5,0.82,28.0333333333333,47.6198144815917,-122.363029531055,"0.126457617899208",2.29919520294119,1.00499329254949,2.31067575721786
